strategy,seed,total_steps,service_availability,total_interruption_time,total_recovery_time,total_state_loss,sla_violations,migrations_attempted,migrations_successful,migration_success_rate,total_migration_time,migration_frequency,checkpoints_created,total_checkpoint_cpu,total_checkpoint_storage,replications,total_replication_bw,syncs,total_sync_data,avg_bandwidth,avg_latency,avg_cpu_utilization,avg_memory_utilization,avg_storage_utilization,total_data_transferred,energy_proxy,objective_cost,state_size
agentic_manager,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,59852.100000000006,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.14924801406250104,0.0,199.9999999999972,0.39999999999999436,500
agentic_manager,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,56927.200000000004,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.14938044374999995,0.0,199.9999999999972,0.39999999999999436,500
agentic_manager,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,57481.599999999984,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.14936574843750017,0.0,199.9999999999972,0.39999999999999436,500
local_execution,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,15.506267218138925,1.5308746556372212,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
local_execution,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,13.709138541343929,1.4758172291731222,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
local_execution,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
local_execution,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
local_execution,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
threshold_based,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,15.506267218138925,1.5308746556372212,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
threshold_based,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,13.709138541343929,1.4758172291731222,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
threshold_based,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
threshold_based,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
threshold_based,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,33550.0,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.16859273437500083,0.0,199.9999999999972,0.39999999999999436,1000
mobility_aware,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,63,25.199999999999974,106183.0,0,0.0,0,0.0,15.506267218138925,1.5308746556372212,0.19999999999999718,0.30000000000000565,0.17526242968749856,0.0,199.9999999999972,0.39999999999999436,1000
mobility_aware,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,57,22.799999999999983,93894.9,1,1717.0,1,1.0,13.709138541343929,1.4758172291731222,0.19999999999999718,0.30000000000000565,0.17353897031250012,1718.0,199.9999999999972,0.9153999999999943,1000
mobility_aware,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,55,21.999999999999986,96981.49999999999,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.17273930468749993,0.0,199.9999999999972,0.39999999999999436,1000
mobility_aware,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,60,23.99999999999998,96653.70000000001,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.17475900781250123,0.0,199.9999999999972,0.39999999999999436,1000
mobility_aware,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,62,24.799999999999976,104725.5,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.17539308906250037,0.0,199.9999999999972,0.39999999999999436,1000
rl_based,42,1000,1.0,0,0.0,0,0,5,0,0.0,1733.4116141503882,5,28,11.200000000000005,31050.714330154602,0,0.0,0,0.0,15.506267218138925,1.5308746556372212,0.19999999999999718,0.30000000000000565,0.15145821157261488,0.0,199.9999999999972,9.067058070751937,1000
rl_based,43,1000,1.0,0,0.0,0,0,29,0,0.0,6881.588781991611,29,28,11.200000000000005,31050.42015531165,0,0.0,0,0.0,13.709138541343929,1.4758172291731222,0.19999999999999718,0.30000000000000565,0.15145758248195335,0.0,199.9999999999972,34.80794390995804,1000
rl_based,44,1000,1.0,0,0.0,0,0,3,0,0.0,791.5743225103463,3,111,44.399999999999906,123123.60922279932,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.1514583956553184,0.0,199.9999999999972,4.357871612551726,1000
rl_based,45,1000,1.0,0,0.0,0,0,8,0,0.0,3111.44364332149,8,28,11.200000000000005,31050.714219840225,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.1514582111778923,0.0,199.9999999999972,15.957218216607446,1000
rl_based,46,1000,1.0,0,0.0,0,0,4,0,0.0,1436.9092431568781,4,28,11.200000000000005,31050.714330154602,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.15145821157261488,0.0,199.9999999999972,7.584546215784385,1000
agentic_manager,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,87780.0,0,0.0,0,0.0,15.506267218138925,1.5308746556372212,0.19999999999999718,0.30000000000000565,0.17452522343750038,0.0,199.9999999999972,0.39999999999999436,1000
agentic_manager,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,87622.7,0,0.0,0,0.0,13.709138541343929,1.4758172291731222,0.19999999999999718,0.30000000000000565,0.17437185937499988,0.0,199.9999999999972,0.39999999999999436,1000
agentic_manager,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,88997.70000000003,0,0.0,0,0.0,12.134188459969968,1.3183162308006011,0.19999999999999718,0.30000000000000565,0.17411830937500028,0.0,199.9999999999972,0.39999999999999436,1000
agentic_manager,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,85296.2,0,0.0,0,0.0,11.335171108259562,1.3132965778348096,0.19999999999999718,0.30000000000000565,0.1744145703125008,0.0,199.9999999999972,0.39999999999999436,1000
agentic_manager,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,86071.7,0,0.0,0,0.0,12.50099611442133,1.3879800777115725,0.19999999999999718,0.30000000000000565,0.17446453437499995,0.0,199.9999999999972,0.39999999999999436,1000
