strategy,seed,total_steps,service_availability,total_interruption_time,total_recovery_time,total_state_loss,sla_violations,migrations_attempted,migrations_successful,migration_success_rate,total_migration_time,migration_frequency,checkpoints_created,total_checkpoint_cpu,total_checkpoint_storage,replications,total_replication_bw,syncs,total_sync_data,avg_bandwidth,avg_latency,avg_cpu_utilization,avg_memory_utilization,avg_storage_utilization,total_data_transferred,energy_proxy,objective_cost,uav_velocity
mobility_aware,42,1000,1.0,0,0.0,0,0,10,10,1.0,211.09315649310338,10,67,26.79999999999997,43315.8,1,455.0,1,1.0,18.9583021706003,2.021833956587993,0.19999999999999718,0.3005322265625056,0.1293536312499998,1571.0,199.9999999999972,1.9267657824655113,20
mobility_aware,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,65,25.99999999999997,42332.39999999999,0,0.0,0,0.0,14.047750738299888,1.5110449852340024,0.19999999999999718,0.30000000000000565,0.12931053125,0.0,199.9999999999972,0.39999999999999436,20
mobility_aware,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,56,22.399999999999984,40087.29999999999,1,734.0,1,1.0,12.235541658375912,1.3442891668324821,0.19999999999999718,0.30000000000000565,0.12885973750000002,735.0,199.9999999999972,0.6204999999999944,20
mobility_aware,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,86,34.39999999999994,55998.80000000001,0,0.0,0,0.0,20.546371829976035,2.1650725634004786,0.19999999999999718,0.30000000000000565,0.12979733281249933,0.0,199.9999999999972,0.39999999999999436,20
mobility_aware,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,55,21.999999999999986,29737.399999999998,0,0.0,0,0.0,10.466142541899947,1.2256771491620018,0.19999999999999718,0.30000000000000565,0.12902240000000015,0.0,199.9999999999972,0.39999999999999436,20
rl_based,42,1000,1.0,0,0.0,0,0,6,2,0.3333333333333333,161.99322122332123,6,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,16.599839423461052,1.775003211530778,0.19999999999999718,0.31300568869338025,0.10193792629219924,215.46565628051758,199.9999999999972,1.2746058030007559,20
rl_based,43,1000,1.0,0,0.0,0,0,10,0,0.0,345.44258936029274,10,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,14.047750738299888,1.5110449852340024,0.19999999999999718,0.30000000000000565,0.10553149282261778,0.0,199.9999999999972,2.127212946801458,20
rl_based,44,1000,1.0,0,0.0,0,0,5,0,0.0,178.32373422281748,5,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,12.235541658375912,1.3442891668324821,0.19999999999999718,0.30000000000000565,0.10553149282261778,0.0,199.9999999999972,1.2916186711140818,20
rl_based,45,1000,1.0,0,0.0,0,0,9,0,0.0,296.61128411867776,9,28,11.200000000000005,3330.7141260415,0,0.0,0,0.0,20.546371829976035,2.1650725634004786,0.19999999999999718,0.30000000000000565,0.10553149211816591,0.0,199.9999999999972,1.883056420593383,20
rl_based,46,1000,1.0,0,0.0,0,0,9,0,0.0,309.3747238957042,9,28,11.200000000000005,3330.7133253202032,0,0.0,0,0.0,10.466142541899947,1.2256771491620018,0.19999999999999718,0.30000000000000565,0.1055314895173582,0.0,199.9999999999972,1.9468736194785154,20
agentic_manager,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,55,21.999999999999986,36780.7,0,0.0,0,0.0,18.9583021706003,2.021833956587993,0.19999999999999718,0.30000000000000565,0.12944052031250078,0.0,199.9999999999972,0.39999999999999436,20
agentic_manager,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,34811.700000000004,0,0.0,0,0.0,14.047750738299888,1.5110449852340024,0.19999999999999718,0.30000000000000565,0.1293398015625007,0.0,199.9999999999972,0.39999999999999436,20
agentic_manager,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,35836.9,0,0.0,0,0.0,12.235541658375912,1.3442891668324821,0.19999999999999718,0.30000000000000565,0.12936541093749995,0.0,199.9999999999972,0.39999999999999436,20
agentic_manager,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,54,21.599999999999987,36806.00000000001,0,0.0,0,0.0,20.546371829976035,2.1650725634004786,0.19999999999999718,0.30000000000000565,0.12936434531250024,0.0,199.9999999999972,0.39999999999999436,20
agentic_manager,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,51,20.39999999999999,33332.200000000004,0,0.0,0,0.0,10.466142541899947,1.2256771491620018,0.19999999999999718,0.30000000000000565,0.1293325656250001,0.0,199.9999999999972,0.39999999999999436,20
local_execution,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,15.417231169697859,1.5886553766060436,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
local_execution,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,12.269347976794307,1.2946130404641132,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
local_execution,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,10.887451340689115,1.301250973186218,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
local_execution,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,16.290512129725677,1.8441897574054846,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
local_execution,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,16.625787267069665,1.802484254658606,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
threshold_based,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,15.417231169697859,1.5886553766060436,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
threshold_based,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,12.269347976794307,1.2946130404641132,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
threshold_based,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,10.887451340689115,1.301250973186218,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
threshold_based,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,16.290512129725677,1.8441897574054846,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
threshold_based,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,20,8.000000000000002,13750.0,0,0.0,0,0.0,16.625787267069665,1.802484254658606,0.19999999999999718,0.30000000000000565,0.12678070312499984,0.0,199.9999999999972,0.39999999999999436,30
mobility_aware,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,58,23.19999999999998,35148.299999999996,1,264.0,1,2.0,15.417231169697859,1.5886553766060436,0.19999999999999718,0.30000000000000565,0.12893039531249947,266.0,199.9999999999972,0.47979999999999434,30
mobility_aware,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,61,24.399999999999977,38437.3,0,0.0,0,0.0,12.269347976794307,1.2946130404641132,0.19999999999999718,0.30000000000000565,0.1294040312499998,0.0,199.9999999999972,0.39999999999999436,30
mobility_aware,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,61,24.399999999999977,44465.29999999999,0,0.0,0,0.0,10.887451340689115,1.301250973186218,0.19999999999999718,0.30000000000000565,0.1293353328124991,0.0,199.9999999999972,0.39999999999999436,30
mobility_aware,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,71,28.399999999999963,45643.4,1,737.0,1,1.0,16.290512129725677,1.8441897574054846,0.19999999999999718,0.30000000000000565,0.12945894531250063,738.0,199.9999999999972,0.6213999999999944,30
mobility_aware,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,65,25.99999999999997,43305.899999999994,1,266.0,1,1.0,16.625787267069665,1.802484254658606,0.19999999999999718,0.30000000000000565,0.12944615781249955,267.0,199.9999999999972,0.48009999999999436,30
rl_based,42,1000,1.0,0,0.0,0,0,12,0,0.0,399.35788548997857,12,105,41.999999999999915,12517.434158135711,0,0.0,0,0.0,15.417231169697859,1.5886553766060436,0.19999999999999718,0.30000000000000565,0.10553134863863729,0.0,199.9999999999972,2.396789427449887,30
rl_based,43,1000,1.0,0,0.0,0,0,8,0,0.0,257.6322382878207,8,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,12.269347976794307,1.2946130404641132,0.19999999999999718,0.30000000000000565,0.10553149282261778,0.0,199.9999999999972,1.688161191439098,30
rl_based,44,1000,1.0,0,0.0,0,0,5,0,0.0,192.3666813665701,5,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,10.887451340689115,1.301250973186218,0.19999999999999718,0.30000000000000565,0.10553149282261778,0.0,199.9999999999972,1.361833406832845,30
rl_based,45,1000,1.0,0,0.0,0,0,7,0,0.0,257.21828951177,7,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,16.290512129725677,1.8441897574054846,0.19999999999999718,0.30000000000000565,0.10553149282261778,0.0,199.9999999999972,1.6860914475588444,30
rl_based,46,1000,1.0,0,0.0,0,0,6,2,0.3333333333333333,253.3219044525408,6,28,11.200000000000005,3330.714330154593,0,0.0,0,0.0,16.625787267069665,1.802484254658606,0.19999999999999718,0.29998675975087663,0.10552420531580131,216.93141746520996,199.9999999999972,1.7316889475022614,30
agentic_manager,42,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,52,20.79999999999999,34595.0,0,0.0,0,0.0,15.417231169697859,1.5886553766060436,0.19999999999999718,0.30000000000000565,0.12934889375000014,0.0,199.9999999999972,0.39999999999999436,30
agentic_manager,43,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,34732.49999999999,0,0.0,0,0.0,12.269347976794307,1.2946130404641132,0.19999999999999718,0.30000000000000565,0.12940884374999911,0.0,199.9999999999972,0.39999999999999436,30
agentic_manager,44,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,53,21.19999999999999,35514.59999999999,0,0.0,0,0.0,10.887451340689115,1.301250973186218,0.19999999999999718,0.30000000000000565,0.12938345781249913,0.0,199.9999999999972,0.39999999999999436,30
agentic_manager,45,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,55,21.999999999999986,36646.5,0,0.0,0,0.0,16.290512129725677,1.8441897574054846,0.19999999999999718,0.30000000000000565,0.12941439531250037,0.0,199.9999999999972,0.39999999999999436,30
agentic_manager,46,1000,1.0,0,0.0,0,0,0,0,0.0,0.0,0,55,21.999999999999986,36843.4,0,0.0,0,0.0,16.625787267069665,1.802484254658606,0.19999999999999718,0.30000000000000565,0.12946533906250013,0.0,199.9999999999972,0.39999999999999436,30
